account_number,meter_name,label,zone,parent_meter,type,month,year,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29,day_30,day_31
4300055,Z3-75(5),L4,Zone_03_(A),D-75 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.27,0.26,0.25,0.54,0.22,0.52,0.24,0.27,0.63,0.27,0.33,0.22,0.5,0.35,0.41,0.29,0.22,1.21,0.24,0.62,0.31,0.3,0.28,0.23,0.52,0.85,0.7,0.29,0,0,0
4300063,Z3-75(6),L4,Zone_03_(A),D-75 Building Bulk Meter,Residential (Apart),Feb-26,2026,1,0.75,1.13,1.59,1.34,1.15,1.45,0.68,0.81,1.1,1.04,0.68,1,0.98,0.93,1.72,0.62,0.63,0.61,0.62,0.61,0.64,0.61,0.61,0.71,1.19,0.61,0.61,0,0,0
4300186,D-52 Building Bulk Meter,L3,Zone_03_(B),ZONE 3B BULK (#4300344),D_Building_Bulk,Feb-26,2026,0.95,1.37,0.65,0.69,0.99,0.99,1.42,0.9,0.71,1.54,0.66,1.3,0.99,1.19,0.85,1.2,0.77,0.76,1.24,0.5,0.59,0.46,1.04,0.57,0.7,1.79,0.5,0.64,0,0,0
4300126,D 52-Building Common,L4,Zone_03_(B),D-52 Building Bulk Meter,D_Building_Common,Feb-26,2026,0.07,0.05,0.02,0.02,0.15,0,0,0.03,0.02,0.01,0.02,0.03,0,0.02,0.05,0.06,0.04,0.03,0.04,0,0,0.01,0.03,0.01,0.06,0.03,0,0,0,0,0
4300116,Z3-52(1A),L4,Zone_03_(B),D-52 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.18,0.17,0.18,0.2,0.18,0.18,0.16,0.17,0.17,0.16,0.17,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.09,0.05,0.05,0.04,0.03,0.05,0.04,0.04,0.04,0.17,0,0,0
4300069,Z3-52(2A),L4,Zone_03_(B),D-52 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300042,Z3-52(3A),L4,Zone_03_(B),D-52 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.21,0.22,0.17,0.14,0.17,0.26,0.2,0.17,0.26,0.29,0.19,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.18,0.17,0.38,0.19,0.17,0,0,0
4300029,Z3-52(4A),L4,Zone_03_(B),D-52 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.33,0.28,0.13,0.15,0.33,0.39,0.46,0.34,0.11,0.22,0.12,0.19,0.47,0.16,0.32,0.14,0.11,0.22,0.52,0.09,0.11,0.07,0.09,0.07,0.25,0.23,0.09,0.06,0,0,0
4300056,Z3-52(5),L4,Zone_03_(B),D-52 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0.48,0,0,0,0,0,0.02,0,0,0,0.57,0,0,0,0.51,0,0,0.26,0.01,0,0,0.56,0,0,0.95,0,0,0,0,0
4300008,Z3-52(6),L4,Zone_03_(B),D-52 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.19,0.18,0.19,0.2,0.19,0.2,0.64,0.19,0.2,0.86,0.19,0.19,0.19,0.71,0.19,0.19,0.32,0.19,0.18,0.2,0.27,0.2,0.19,0.27,0.2,0.19,0.2,0.27,0,0,0
4300311,D-53 Building Bulk Meter,L3,Zone_03_(B),ZONE 3B BULK (#4300344),D_Building_Bulk,Feb-26,2026,2.55,2.41,2.83,2.68,2.7,1.73,2.19,2.43,2,1.9,2.05,2.6,2.23,1.93,2.23,3.32,2.09,2.3,2.39,1.76,1.72,1.67,2.46,2.23,2,2.79,2.54,2.71,0,0,0
4300201,D 53-Building Common,L4,Zone_03_(B),D-53 Building Bulk Meter,D_Building_Common,Feb-26,2026,0.02,0.01,0.04,0.25,0.03,0,0.02,0.01,0.03,0.01,0.01,0.02,0,0.01,0,0.02,0.06,0.01,0.02,0.01,0.01,0,0.01,0.02,0,0.01,0,0,0,0,0
4300210,Z3-53(1A),L4,Zone_03_(B),D-53 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.51,0.49,0.45,0.14,0.54,0.24,0.27,0.65,0.49,0.31,0.16,0.15,0.35,0.21,0.67,0.55,0.43,0.55,0.27,0.35,0.06,0.08,0.12,0.62,0.39,0.11,0.39,0.28,0,0,0
4300211,Z3-53(1B),L4,Zone_03_(B),D-53 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.45,0.41,0.33,0.53,0.08,0.16,0.07,0.22,0.1,0.04,0.16,0.17,0.28,0.14,0.29,0.16,0.16,0.58,0.09,0.05,0.01,0.18,0.24,0.04,0.13,0.36,0.41,0.42,0,0,0
4300212,Z3-53(2A),L4,Zone_03_(B),D-53 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300213,Z3-53(2B),L4,Zone_03_(B),D-53 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300214,Z3-53(3A),L4,Zone_03_(B),D-53 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
4300215,Z3-53(3B),L4,Zone_03_(B),D-53 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.13,0.13,0.12,0.21,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300216,Z3-53(4A),L4,Zone_03_(B),D-53 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.15,0.21,0.51,0.47,0.14,0,0,0.37,0.16,0.12,0.31,0.09,0.15,0,0,0,0.08,0,0,0,0,0.04,0.16,0,0,0,0,0,0,0,0
4300064,Z3-53(4B),L4,Zone_03_(B),D-53 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300217,Z3-53(5),L4,Zone_03_(B),D-53 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.09,0.11,0.11,0.09,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.13,0.12,0,0,0
4300074,Z3-53(6),L4,Zone_03_(B),D-53 Building Bulk Meter,Residential (Apart),Feb-26,2026,1.23,1.07,1.31,1.01,1.73,1.23,1.72,1.11,1.14,1.32,1.33,2.08,1.33,1.5,1.17,2.52,1.26,1.07,1.92,1.25,1.55,1.27,1.81,1.49,1.39,2.21,1.66,1.92,0,0,0
4300312,D-54 Building Bulk Meter,L3,Zone_03_(B),ZONE 3B BULK (#4300344),D_Building_Bulk,Feb-26,2026,1.63,1.1,1.18,1.27,1.34,0.95,1.22,1.24,1.42,1.53,4.65,7.42,8,5.84,5.35,4.67,3.58,1.66,2.45,1.59,1.58,2.37,2.36,1.65,2.18,1.98,1.84,1.66,0,0,0
4300202,D 54-Building Common,L4,Zone_03_(B),D-54 Building Bulk Meter,D_Building_Common,Feb-26,2026,0.02,0,0,0.01,0.03,0,0,0.02,0,0,0.02,0.01,0,0,0.03,0.01,0.04,0.02,0.02,0,0,0.01,0.02,0.01,0.02,0.02,0,0.02,0,0,0
4300218,Z3-54(1A),L4,Zone_03_(B),D-54 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.5,0.26,0.21,0.41,0.47,0.25,0.44,0.24,0.22,0.54,0.42,0.3,0.66,0.63,0.51,0.26,0.51,0.2,0.53,0.48,0.22,0.43,0.37,0.43,0.29,0.39,0.33,0.31,0,0,0
4300219,Z3-54(1B),L4,Zone_03_(B),D-54 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.03,0.04,0.02,0.07,0.05,0.14,0.09,0.1,0.05,0.11,0.08,0.09,0.05,0.02,0.11,0.03,0.03,0.14,0.25,0.14,0.07,0.03,0.09,0.07,0.07,0.2,0.06,0.1,0,0,0
4300220,Z3-54(2A),L4,Zone_03_(B),D-54 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.03,0.01,0,0,0,0,0,0.05,0.36,0.16,0.27,0.38,0.11,0.3,0.15,0.3,0.23,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
4300221,Z3-54(2B),L4,Zone_03_(B),D-54 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.67,0.39,0.33,0.47,0.26,0.25,0.44,0.39,0.3,0.25,0.43,0.29,0.31,0.37,0.6,0.31,0.31,0.38,0.33,0.35,0.39,0.32,0.43,0.38,0.42,0.19,0.04,0,0,0,0
4300222,Z3-54(3A),L4,Zone_03_(B),D-54 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300223,Z3-54(3B),L4,Zone_03_(B),D-54 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0.08,0.02,0,0.02,0,0,0.17,0.22,0.12,0.17,0.22,0.13,0.18,0,0,0,0,0,0,0,0,0,0
4300224,Z3-54(4A),L4,Zone_03_(B),D-54 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.28,0.19,0.34,0.13,0,0,0,0,0.03,0,0,0,0.43,0.33,0.53,0.24,0.37,0.11,0.5,0.05,0.03,0,0,0.03,0.51,0.52,0.42,0.55,0,0,0
4300225,Z3-54(4B),L4,Zone_03_(B),D-54 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300226,Z3-54(5),L4,Zone_03_(B),D-54 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.13,0.21,0.26,0.2,0.52,0.25,0.23,0.42,0.37,0.42,0.88,0.73,0.6,0.35,0.45,0.4,0.38,0.5,0.48,0.27,0.51,0.37,1.14,0.45,0.57,0.35,0.64,0.29,0,0,0
4300227,Z3-54(6),L4,Zone_03_(B),D-54 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,2.59,5.57,5.79,3.72,2.74,2.77,1.44,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0
4300313,D-55 Building Bulk Meter,L3,Zone_03_(B),ZONE 3B BULK (#4300344),D_Building_Bulk,Feb-26,2026,2.89,2.43,2.58,2.7,3,3.02,2.73,2.44,1.91,2.44,2.17,2.18,2.56,2.28,2.12,2.44,1.8,1.54,1.16,0.75,0.67,0.91,0.79,1.06,1.71,1.5,1.49,1.32,0,0,0
4300203,D 55-Building Common,L4,Zone_03_(B),D-55 Building Bulk Meter,D_Building_Common,Feb-26,2026,0.02,0.03,0.02,0.03,0,0.01,0,0.01,0.02,0.01,0.01,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0,0,0.01,0.01,0,0,0,0,0,0,0
4300228,Z3-55(1A),L4,Zone_03_(B),D-55 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300071,Z3-55(1B),L4,Zone_03_(B),D-55 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.3,0.17,0.14,0.27,0.34,0.26,0.4,0.35,0.14,0.2,0.34,0.15,0.25,0.21,0.25,0.36,0.08,0,0.11,0.2,0.31,0.46,0.24,0.18,0.4,0.29,0.48,0.4,0,0,0
4300229,Z3-55(2A),L4,Zone_03_(B),D-55 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.24,0.29,0.29,0.3,0.28,0.3,0.26,0.27,0.27,0.26,0.26,0.27,0.33,0.26,0.29,0.27,0.25,0.27,0.26,0.27,0.25,0.24,0.24,0.24,0.25,0.24,0.24,0.23,0,0,0
4300230,Z3-55(2B),L4,Zone_03_(B),D-55 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.16,0.13,0.13,0.11,0.12,0.13,0.39,0.13,0,0,0,0.11,0.09,0,0.12,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300231,Z3-55(3A),L4,Zone_03_(B),D-55 Building Bulk Meter,Residential (Apart),Feb-26,2026,1.49,1.38,1.6,1.76,1.69,1.14,1.38,1.41,1.43,1.8,1.42,1.53,1.66,1.75,1.38,1.48,1.23,1.05,0.47,0,0,0,0.06,0.31,0.35,0.54,0.13,0.04,0,0,0
4300232,Z3-55(3B),L4,Zone_03_(B),D-55 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.43,0.19,0.07,0.09,0.1,0.09,0.08,0.06,0.02,0.03,0.01,0.04,0.01,0.02,0.01,0.02,0.01,0.02,0,0.03,0,0.01,0.13,0.1,0.5,0.17,0.53,0.41,0,0,0
4300233,Z3-55(4A),L4,Zone_03_(B),D-55 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300234,Z3-55(4B),L4,Zone_03_(B),D-55 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.26,0.25,0.35,0.16,0.3,1.09,0.23,0.21,0.05,0.12,0.13,0.11,0.19,0.04,0.09,0.22,0.19,0.2,0.3,0.25,0.11,0.19,0.14,0.2,0.24,0.27,0.14,0.26,0,0,0
4300235,Z3-55(5),L4,Zone_03_(B),D-55 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300236,Z3-55(6),L4,Zone_03_(B),D-55 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300314,D-56 Building Bulk Meter,L3,Zone_03_(B),ZONE 3B BULK (#4300344),D_Building_Bulk,Feb-26,2026,4.12,1.76,1.12,5.11,1.64,0.75,0.9,1.6,0.98,0.96,1.11,1.47,1.05,1.67,1.3,0.88,1.08,0.99,1.18,1.65,1.21,1.04,0.9,1.15,1.05,1.02,0.85,0.82,0,0,0
4300204,D 56-Building Common,L4,Zone_03_(B),D-56 Building Bulk Meter,D_Building_Common,Feb-26,2026,0.14,0.12,0.11,1.65,0.09,0,0.06,0.09,0.09,0.1,0.12,0.08,0,0.06,0.07,0.08,0.11,0.1,0.06,0,0.07,0.09,0.1,0.1,0.1,0.07,0,0.06,0,0,0
4300237,Z3-56(1A),L4,Zone_03_(B),D-56 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,2.58,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0
4300238,Z3-56(1B),L4,Zone_03_(B),D-56 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0.07,0,0.06,0,0,0,0,0.04,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300239,Z3-56(2A),L4,Zone_03_(B),D-56 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.21,0.05,0.05,0.08,0.05,0.06,0.08,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.08,0.06,0.06,0.07,0.06,0.07,0.06,0.07,0.05,0.08,0.06,0.07,0.07,0.06,0,0,0
4300240,Z3-56(2B),L4,Zone_03_(B),D-56 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300241,Z3-56(3A),L4,Zone_03_(B),D-56 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.16,0.44,0.17,0.28,0.16,0.35,0.35,0.49,0.13,0.35,0.14,0.35,0.26,0.46,0.16,0.19,0.18,0.17,0.19,0.91,0.36,0.21,0.21,0.31,0.23,0.21,0.26,0.35,0,0,0
4300242,Z3-56(3B),L4,Zone_03_(B),D-56 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
4300243,Z3-56(4A),L4,Zone_03_(B),D-56 Building Bulk Meter,Residential (Apart),Feb-26,2026,1.1,0.33,0.53,0.34,0.13,0,0.01,0.55,0.5,0.18,0.49,0.62,0.46,0.71,0.7,0.14,0.63,0.63,0.81,0.54,0.21,0.29,0.26,0.29,0.24,0.28,0.19,0.06,0,0,0
4300244,Z3-56(4B),L4,Zone_03_(B),D-56 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.15,0.3,0.24,0.11,0.37,0.25,0.39,0.36,0.17,0.28,0.29,0.35,0.21,0.33,0.29,0.8,0.18,0,0.06,0.13,0.51,0.37,0.26,0.29,0.86,0.78,0.34,0.54,0,0,0
4300245,Z3-56(5),L4,Zone_03_(B),D-56 Building Bulk Meter,Residential (Apart),Feb-26,2026,2.36,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300246,Z3-56(6),L4,Zone_03_(B),D-56 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300315,D-57 Building Bulk Meter,L3,Zone_03_(B),ZONE 3B BULK (#4300344),D_Building_Bulk,Feb-26,2026,3.66,4.01,1.19,6.75,2.89,2.85,2.17,2.16,1.65,1.83,4.19,2.37,1.68,2.24,2.58,1.57,1.16,1.4,1.2,1.03,0.97,2.25,0.79,1.23,2.1,2.19,1.49,1.26,0,0,0
4300205,D 57-Building Common,L4,Zone_03_(B),D-57 Building Bulk Meter,D_Building_Common,Feb-26,2026,0.05,0.04,0.02,0.04,0.04,0,0.04,0.03,0.04,0.04,0.04,0.04,0,0.03,0.06,0.06,0.07,0.05,0.03,0,0.01,0.03,0.03,0.05,0.03,0.03,0,0.02,0,0,0
4300247,Z3-57(1A),L4,Zone_03_(B),D-57 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.01,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.05,0,0.01,0,0,0,0,0,0,0,0,0,0,0
4300248,Z3-57(1B),L4,Zone_03_(B),D-57 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.47,0.48,0.12,0.72,0.28,0.04,0.04,0.05,0.06,0.05,0.09,0.12,0.14,0.07,0.1,0.19,0.14,0.12,0.17,0.1,0.24,0.13,0.12,0.19,0.19,0.19,0.16,0.15,0,0,0
4300249,Z3-57(2A),L4,Zone_03_(B),D-57 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.11,1.25,0.5,0.5,0.12,0.21,0.48,0.43,1.22,1.26,0.6,1.14,0.33,0.13,0.09,0.08,0.09,0.1,0.43,0.12,0.11,0.08,0.08,0.1,0.91,1.18,0.41,0.12,0,0,0
4300250,Z3-57(2B),L4,Zone_03_(B),D-57 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.38,0.2,0.06,0.3,0.13,0.13,0.1,0.18,0.14,0.04,0.51,0.27,0.32,0.34,0.26,0.35,0.26,0.3,0.27,0.44,0.26,0.33,0.21,0.47,0.28,0.28,0.3,0.28,0,0,0
4300251,Z3-57(3A),L4,Zone_03_(B),D-57 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.24,0.24,0.03,0.45,0.27,0.07,0.06,0.09,0.04,0.11,0.06,0.13,0.31,0.51,0.14,0.19,0.38,0.2,0.14,0.19,0.2,0.14,0.18,0.2,0.16,0.29,0.43,0.41,0,0,0
4300252,Z3-57(3B),L4,Zone_03_(B),D-57 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.39,0.4,0.1,0.51,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300253,Z3-57(4A),L4,Zone_03_(B),D-57 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.01,0,0,0.18,0.26,0.38,0.23,0.09,0.01,0.24,0.5,0.45,0.47,0.87,0.45,0.11,0.02,0.02,0.01,0.01,0,0.09,0.01,0.08,0.01,0,0,0.01,0,0,0
4300254,Z3-57(4B),L4,Zone_03_(B),D-57 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300255,Z3-57(5),L4,Zone_03_(B),D-57 Building Bulk Meter,Residential (Apart),Feb-26,2026,1.32,1.3,0.3,3.39,1.74,1.95,1.13,0.92,0.05,0.04,0.53,0.03,0.05,0.22,0.48,0.21,0.07,0.48,0.03,0.04,0.06,0.61,0,0.08,0.13,0.16,0.04,0.14,0,0,0
4300256,Z3-57(6),L4,Zone_03_(B),D-57 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.75,0.2,0.03,0.54,0.12,0.14,0.12,0.41,0.13,0.12,1.96,0.14,0.12,0.12,1.07,0.4,0.12,0.13,0.13,0.12,0.14,0.87,0.13,0.13,0.43,0.14,0.12,0.13,0,0,0
4300316,D-58 Building Bulk Meter,L3,Zone_03_(B),ZONE 3B BULK (#4300344),D_Building_Bulk,Feb-26,2026,2.83,1.89,2.33,1.88,2.18,1.91,2.48,2.6,2.11,3.09,2.42,2.36,2.57,2.51,2.45,2.04,2.55,1.95,1.78,1.51,2.2,2.44,1.83,2.68,2.8,2.47,1.59,2.16,0,0,0
4300206,D 58-Building Common,L4,Zone_03_(B),D-58 Building Bulk Meter,D_Building_Common,Feb-26,2026,0,0.01,0,0.01,0.02,0,0.01,0.01,0.02,0.03,0.01,0.02,0,0,0.01,0.02,0.03,0.01,0.01,0.01,0,0,0,0.01,0,0.02,0,0.01,0,0,0
4300132,Z3-058(4B),L4,Zone_03_(B),D-58 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300257,Z3-58(1A),L4,Zone_03_(B),D-58 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.83,0,0,0.18,0.11,0.24,0.45,0.32,0.08,0.36,0.18,0.24,0.23,0.14,0.06,0.06,0.22,0.14,0.21,0.02,0,0.05,0.24,0.11,0.18,0.13,0.21,0.07,0,0,0
4300070,Z3-58(1B),L4,Zone_03_(B),D-58 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.01,0.09,0.05,0.04,0.05,0,0.08,0.05,0.04,0.04,0.07,0,0.03,0.13,0.08,0.07,0.03,0.12,0.01,0.05,0.09,0.04,0.03,0.09,0.1,0.05,0.02,0.13,0,0,0
4300258,Z3-58(2A),L4,Zone_03_(B),D-58 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300259,Z3-58(2B),L4,Zone_03_(B),D-58 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.13,0.22,0.25,0.16,0.2,0.18,0.14,0.25,0.17,0.21,0.21,0.15,0.12,0.05,0.29,0.19,0.14,0.17,0.15,0.19,0.23,0.15,0.14,0.17,0.3,0.16,0.18,0.16,0,0,0
4300260,Z3-58(3A),L4,Zone_03_(B),D-58 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.16,0.1,0.16,0.01,0.18,0.04,0.04,0.01,0.06,0.16,0.07,0.21,0.04,0.01,0,0,0,0.01,0.09,0.04,0.06,0.05,0.05,0.06,0.05,0.04,0.05,0.03,0,0,0
4300130,Z3-58(3B),L4,Zone_03_(B),D-58 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0.33,0.38,0.3,0.28,0.32,0.4,0.24,0.27,0.32,0.35,0.22,0.52,0.48,0.25,0.25,0.24,0.08,0,0,0,0,0,0.04,0.34,0.42,0.11,0.19,0,0,0
4300261,Z3-58(4A),L4,Zone_03_(B),D-58 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.12,0.16,0.44,0.11,0.02,0.02,0.02,0.01,0.02,0.02,0.05,0.09,0.1,0.07,0.03,0.04,0.03,0.03,0,0,0
4300120,Z3-58(5),L4,Zone_03_(B),D-58 Building Bulk Meter,Residential (Apart),Feb-26,2026,1.08,0.65,1,0.57,0.76,0.37,0.69,0.91,0.96,1.47,0.83,0.85,0.75,0.94,0.87,1,1.39,0.81,0.86,0.63,1.02,0.98,0.82,1.53,0.96,0.73,0.57,0.73,0,0,0
4300262,Z3-58(6),L4,Zone_03_(B),D-58 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.56,0.47,0.47,0.57,0.56,0.73,0.65,0.75,0.47,0.47,0.55,0.48,0.42,0.62,0.84,0.41,0.45,0.56,0.41,0.55,0.75,1.05,0.46,0.55,0.83,0.87,0.43,0.81,0,0,0
4300317,D-59 Building Bulk Meter,L3,Zone_03_(B),ZONE 3B BULK (#4300344),D_Building_Bulk,Feb-26,2026,2.96,1.3,1.67,1.99,1.79,1.32,1.47,2.12,1.79,1.75,2.19,2.02,2.13,3.63,2.23,1.48,1.43,1.4,1.12,1.58,1.5,1.58,1.41,0.99,1.4,1.54,2.33,1.89,0,0,0
4300207,D 59-Building Common,L4,Zone_03_(B),D-59 Building Bulk Meter,D_Building_Common,Feb-26,2026,0.02,0,0.02,0,0.01,0,0.03,0.01,0,0.01,0.01,0,0,0,0.04,0.02,0.01,0.01,0.01,0,0,0,0.02,0.02,0,0,0,0.12,0,0,0
4300263,Z3-59(1A),L4,Zone_03_(B),D-59 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0.1,0.22,0.28,0.15,0.32,0.18,0.14,0.07,0.28,0.24,0.23,0.2,0.4,0.23,0.32,0.37,0.09,0.13,0.02,0.17,0.06,0.06,0.11,0.09,0.07,0.1,0,0,0
4300264,Z3-59(1B),L4,Zone_03_(B),D-59 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.07,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
4300265,Z3-59(2A),L4,Zone_03_(B),D-59 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.14,0.33,0.41,0.18,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.5,0,0,0
4300266,Z3-59(2B),L4,Zone_03_(B),D-59 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.41,0.27,0.25,0.3,0.58,0.51,0.38,0.52,0.57,0.46,0.47,0.46,0.42,0.51,0.23,0.2,0.21,0.13,0.18,0.24,0.36,0.31,0.43,0.24,0.39,0.62,0.33,0.26,0,0,0
4300073,Z3-59(3A),L4,Zone_03_(B),D-59 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
